DAP,Reaction,Active_In,Flux_Value
30,R00200[K,c],O2_only,0.02080383
30,R00248[K,m],O2_only,-0.00000857
30,R00253[K,c],O2_only,0.00389203
30,R00281[K,m],O2_only,-0.00001715
30,R00299[K,c],O2_only,0.00088260
30,R00332[K,c],O2_only,0.00000010
30,R00338[K,m],O2_only,-0.00000857
30,R00351[K,c],O2_only,0.00998434
30,R00364[K,m],O2_only,0.00000857
30,R00405[K,m],O2_only,0.00001715
30,R00408[K,m],O2_only,0.00001715
30,R00466[K,m],O2_only,0.00000857
30,R00512[K,p],O2_only,0.00000003
30,R00571[K,c],O2_only,-0.00000007
30,R00667[K,m],O2_only,-0.00000429
30,R00667[K,p],O2_only,0.00000429
30,R00707[K,m],O2_only,-0.00000429
30,R00771[K,c],O2_only,0.00088260
30,R00885[K,c],O2_only,-0.00000010
30,R01082[K,m],O2_only,0.00001715
30,R01251_mod[K,m],O2_only,-0.00001715
30,R01253[K,m],O2_only,0.00001715
30,R01302[K,c],O2_only,0.00001693
30,R01308[K,c],O2_only,0.00001693
30,R01385[K,c],O2_only,0.00001102
30,R01714[K,c],O2_only,0.00002102
30,R02636[K,p],O2_only,0.00001102
30,R03314[K,m],O2_only,-0.00000429
30,R03344[K,m],O2_only,-0.00000857
30,R03344[K,p],O2_only,0.00000857
30,R03460[K,c],O2_only,0.00002102
30,R04726[K,p],O2_only,0.00163282
30,R04957[K,p],O2_only,0.00163282
30,R05717[K,p],O2_only,0.00000108
30,cmTransport_C00009[K],O2_only,0.00003429
30,cmTransport_C00010[K],O2_only,-0.00001715
30,cmTransport_C00033[K],O2_only,0.00000857
30,cmTransport_C00037[K],O2_only,0.00000857
30,cmTransport_C00077[K],O2_only,-0.00000429
30,cmTransport_C00091[K],O2_only,0.00001715
30,cmTransport_C00158[K],O2_only,0.00998434
30,cmTransport_C01183[K],O2_only,0.00000857
30,cmTransport_C02846[K],O2_only,-0.00000857
30,cpTransport_C00074[K],O2_only,0.00002102
30,cpTransport_C00077[K],O2_only,0.00000429
30,cpTransport_C00144[K],O2_only,-0.00000010
30,cpTransport_C00251[K],O2_only,0.00000409
30,cpTransport_C00617[K],O2_only,0.00001102
30,cpTransport_C00935[K],O2_only,0.00001102
30,cpTransport_C01183[K],O2_only,-0.00000857
30,cpTransport_C02846[K],O2_only,0.00000857
30,cpTransport_C03175[K],O2_only,-0.00002102
30,cpTransport_MC00929[K],O2_only,0.00000004
30,cpTransport_MC00938[K],O2_only,0.00000002
30,cpTransport_MC00940[K],O2_only,0.00000001
30,cpTransport_MC00944[K],O2_only,0.00000017
30,cpTransport_MC00950[K],O2_only,0.00000003
